Attrition,Employee Number,emp no,Gender,Job Role,Over Time,Job Satisfaction,Years At Company,Education,Environment Satisfaction,Hourly Rate,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,1028,STAFF-1028,Male,Laboratory Technician,No,4,3,Bachelor's Degree,2,45,1,4,3917,9541,1,20,4,1,80,1,3,2,3,2,1,2
No,1029,STAFF-1029,Male,Manager,No,3,1,Associates Degree,4,90,5,3,18303,7770,6,13,3,2,80,0,21,4,1,0,0,0
No,1030,STAFF-1030,Male,Laboratory Technician,No,4,1,Bachelor's Degree,1,64,1,4,2380,20165,4,18,3,2,80,0,8,3,1,0,0,0
No,1032,STAFF-1032,Female,Manufacturing Director,Yes,4,5,Bachelor's Degree,3,69,4,4,13726,21829,3,13,3,1,80,0,30,3,5,3,4,3
Yes,1033,STAFF-1033,Female,Healthcare Representative,No,2,1,Associates Degree,1,61,2,2,4777,14382,5,15,3,1,80,0,15,1,1,0,0,0
No,1034,STAFF-1034,Male,Healthcare Representative,Yes,2,8,Master's Degree,3,62,2,2,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
No,1035,STAFF-1035,Female,Research Director,No,3,21,High School,2,55,5,3,19973,20284,1,22,4,2,80,2,21,3,21,16,5,10
No,1036,STAFF-1036,Male,Sales Executive,Yes,4,1,Master's Degree,2,42,2,4,6861,4981,8,12,3,3,80,0,19,3,1,0,0,0
Yes,1037,STAFF-1037,Male,Sales Executive,No,1,2,Associates Degree,2,79,2,1,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
Yes,1038,STAFF-1038,Female,Manager,No,4,32,High School,1,57,5,4,19845,25846,1,15,3,4,80,1,33,3,32,14,6,9
No,1039,STAFF-1039,Female,Sales Executive,Yes,4,12,Bachelor's Degree,4,53,4,4,13320,11737,3,18,3,3,80,1,23,3,12,11,11,11
No,1040,STAFF-1040,Female,Sales Executive,No,3,18,Bachelor's Degree,4,95,2,3,6347,24920,0,12,3,1,80,1,19,3,18,7,0,13
Yes,1042,STAFF-1042,Female,Laboratory Technician,No,1,17,Master's Degree,3,43,1,1,2743,8269,1,16,3,3,80,0,18,3,17,13,15,14
No,1043,STAFF-1043,Female,Manufacturing Director,Yes,1,21,Bachelor's Degree,4,82,3,1,10880,5083,1,13,3,3,80,0,21,3,21,6,2,8
No,1044,STAFF-1044,Female,Sales Representative,No,4,2,High School,2,88,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2
No,1045,STAFF-1045,Female,Manager,No,4,9,Associates Degree,4,90,4,4,17650,5404,3,13,3,2,80,1,26,4,9,3,1,1
No,1046,STAFF-1046,Female,Laboratory Technician,No,3,8,Master's Degree,4,69,1,3,4025,11135,9,12,3,2,80,0,10,3,8,7,7,7
No,1047,STAFF-1047,Male,Sales Executive,No,4,15,Master's Degree,2,75,2,4,9725,12278,0,11,3,4,80,1,16,2,15,1,0,9
No,1048,STAFF-1048,Male,Manager,Yes,4,6,Associates Degree,2,66,3,4,11904,11038,3,14,3,3,80,1,14,1,6,4,0,4
No,1049,STAFF-1049,Male,Human Resources,No,2,6,Master's Degree,2,36,1,2,2177,8318,1,16,3,1,80,0,6,3,6,3,0,4
No,1050,STAFF-1050,Female,Sales Executive,No,2,15,Bachelor's Degree,3,38,3,2,7525,23537,2,12,3,1,80,1,30,3,15,7,6,12
Yes,1052,STAFF-1052,Male,Laboratory Technician,No,3,1,Bachelor's Degree,1,81,2,3,4834,7858,7,14,3,2,80,1,9,2,1,0,0,0
Yes,1053,STAFF-1053,Male,Research Scientist,Yes,1,3,Bachelor's Degree,1,57,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
No,1055,STAFF-1055,Female,Sales Representative,Yes,3,1,Master's Degree,3,87,1,3,2220,18410,1,19,3,4,80,1,1,3,1,1,0,0
No,1056,STAFF-1056,Male,Sales Representative,No,2,1,High School,4,74,1,2,1052,23384,1,22,4,2,80,0,1,3,1,0,0,0
No,1060,STAFF-1060,Male,Research Scientist,No,3,2,Master's Degree,3,44,1,3,2821,2997,3,16,3,1,80,1,8,3,2,2,2,2
No,1061,STAFF-1061,Male,Research Director,Yes,3,8,Master's Degree,2,62,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
No,1062,STAFF-1062,Female,Healthcare Representative,No,2,4,Bachelor's Degree,4,35,2,2,4107,13848,3,15,3,1,80,0,8,2,4,3,0,1
No,1066,STAFF-1066,Male,Sales Executive,No,1,7,Bachelor's Degree,3,74,2,1,8396,22217,1,14,3,2,80,1,8,2,7,7,7,5
No,1068,STAFF-1068,Female,Research Scientist,No,3,5,High School,1,66,1,3,2007,25265,1,13,3,3,80,2,5,3,5,3,1,3
No,1069,STAFF-1069,Male,Research Director,No,4,2,Master's Degree,4,40,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
No,1070,STAFF-1070,Female,Sales Executive,No,3,9,Master's Degree,3,41,3,3,10686,8392,6,11,3,2,80,1,13,3,9,4,7,0
No,1071,STAFF-1071,Female,Research Scientist,No,3,5,Bachelor's Degree,1,63,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
No,1073,STAFF-1073,Female,Manufacturing Director,No,4,14,Doctoral Degree,4,51,3,4,8858,15669,0,11,3,2,80,0,15,2,14,8,7,8
No,1074,STAFF-1074,Male,Manager,No,1,9,High School,3,40,4,1,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
No,1076,STAFF-1076,Male,Sales Executive,No,4,1,Bachelor's Degree,3,79,3,4,10798,5268,5,13,3,3,80,1,18,3,1,0,0,0
Yes,1077,STAFF-1077,Female,Sales Representative,Yes,4,2,Bachelor's Degree,4,54,1,4,2323,17205,1,14,3,2,80,0,2,3,2,2,0,2
Yes,1079,STAFF-1079,Female,Laboratory Technician,No,1,1,Bachelor's Degree,3,36,1,1,1416,17258,1,13,3,1,80,0,1,2,1,0,1,0
No,1080,STAFF-1080,Female,Research Scientist,Yes,1,16,Master's Degree,4,74,2,1,4615,21029,8,23,4,1,80,3,19,3,16,13,1,7
Yes,1081,STAFF-1081,Male,Research Scientist,Yes,3,10,Master's Degree,1,34,1,3,2461,10332,9,12,3,3,80,3,18,4,10,0,2,7
Yes,1082,STAFF-1082,Male,Healthcare Representative,No,1,10,Associates Degree,2,72,3,1,8722,12355,1,12,3,1,80,0,10,2,10,7,1,9
No,1083,STAFF-1083,Male,Laboratory Technician,No,1,5,Associates Degree,1,59,1,1,3955,11141,1,16,3,1,80,2,6,3,5,3,1,3
No,1084,STAFF-1084,Male,Manufacturing Director,No,1,6,Bachelor's Degree,3,85,2,1,9957,9096,0,15,3,3,80,1,7,2,6,2,0,2
No,1085,STAFF-1085,Female,Research Scientist,No,3,10,Associates Degree,2,43,1,3,3376,18863,1,13,3,3,80,0,10,3,10,6,0,8
No,1088,STAFF-1088,Female,Healthcare Representative,No,3,19,High School,3,65,3,3,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
No,1092,STAFF-1092,Male,Healthcare Representative,No,4,11,Master's Degree,1,61,3,4,10322,26542,4,20,4,4,80,1,14,3,11,10,11,1
No,1094,STAFF-1094,Male,Laboratory Technician,No,3,3,Doctoral Degree,1,87,1,3,4621,5869,1,19,3,4,80,3,3,3,3,2,1,2
No,1096,STAFF-1096,Male,Manufacturing Director,No,2,3,High School,4,65,3,2,10976,15813,3,18,3,2,80,1,23,3,3,2,1,2
No,1097,STAFF-1097,Female,Research Scientist,No,3,8,Bachelor's Degree,3,59,2,3,3660,7909,3,13,3,4,80,0,10,4,8,7,1,7
Yes,1098,STAFF-1098,Male,Human Resources,No,1,20,Associates Degree,2,91,3,1,10482,2326,9,14,3,4,80,1,24,3,20,6,3,6
No,1099,STAFF-1099,Male,Healthcare Representative,No,4,3,Bachelor's Degree,4,34,3,4,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
Yes,1100,STAFF-1100,Male,Sales Executive,Yes,1,8,Bachelor's Degree,4,86,3,1,9582,10333,0,22,4,1,80,0,9,3,8,7,4,7
Yes,1101,STAFF-1101,Female,Research Scientist,No,3,13,Master's Degree,1,54,2,3,4508,3129,1,22,4,2,80,0,14,3,13,7,3,8
No,1102,STAFF-1102,Male,Laboratory Technician,No,3,4,Associates Degree,1,50,1,3,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
No,1103,STAFF-1103,Male,Healthcare Representative,No,4,6,High School,1,45,2,4,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
No,1105,STAFF-1105,Female,Sales Executive,Yes,4,1,Master's Degree,4,88,2,4,6694,24223,2,14,3,3,80,3,8,3,1,0,0,0
Yes,1106,STAFF-1106,Male,Laboratory Technician,Yes,4,7,High School,4,32,1,4,3691,4605,1,15,3,2,80,1,7,4,7,7,5,6
Yes,1107,STAFF-1107,Male,Laboratory Technician,No,3,1,Bachelor's Degree,1,37,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
Yes,1108,STAFF-1108,Male,Research Scientist,Yes,2,2,Bachelor's Degree,1,55,1,2,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
No,1109,STAFF-1109,Male,Manager,No,1,22,Associates Degree,4,35,4,1,17665,14399,0,17,3,4,80,1,23,3,22,6,13,7
Yes,1111,STAFF-1111,Male,Laboratory Technician,No,2,1,Bachelor's Degree,1,45,1,2,2596,7160,1,15,3,1,80,2,1,3,1,0,0,0
Yes,1113,STAFF-1113,Male,Sales Executive,Yes,3,0,Master's Degree,4,81,2,3,4728,17251,3,14,3,4,80,0,5,3,0,0,0,0
No,1114,STAFF-1114,Female,Sales Executive,No,2,3,Bachelor's Degree,4,30,2,2,4302,13401,0,17,3,3,80,1,4,3,3,2,0,2
No,1115,STAFF-1115,Male,Research Scientist,No,4,0,Master's Degree,3,40,1,4,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
No,1116,STAFF-1116,Male,Manager,No,4,5,Master's Degree,1,35,4,4,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
No,1117,STAFF-1117,Female,Sales Executive,No,3,15,Master's Degree,2,65,2,3,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
No,1118,STAFF-1118,Male,Healthcare Representative,No,2,8,Master's Degree,2,87,3,2,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
No,1119,STAFF-1119,Male,Sales Executive,Yes,3,8,Master's Degree,3,73,3,3,8740,5569,0,14,3,2,80,2,9,3,8,7,2,7
No,1120,STAFF-1120,Female,Research Scientist,No,4,7,Master's Degree,3,93,1,4,2514,26968,4,22,4,1,80,1,11,3,7,5,1,7
No,1121,STAFF-1121,Female,Manufacturing Director,No,2,9,Bachelor's Degree,4,93,3,2,7655,8039,0,17,3,2,80,3,10,2,9,7,1,7
No,1124,STAFF-1124,Male,Manager,No,3,12,High School,1,52,4,3,17465,15596,3,12,3,4,80,1,23,3,12,9,4,9
No,1125,STAFF-1125,Male,Sales Executive,No,2,1,Associates Degree,4,32,3,2,7351,20619,7,16,3,3,80,0,10,3,1,0,0,0
No,1126,STAFF-1126,Female,Manufacturing Director,No,1,8,Bachelor's Degree,3,83,3,1,10820,11535,8,11,3,3,80,1,18,3,8,7,0,1
Yes,1127,STAFF-1127,Male,Healthcare Representative,No,4,18,Bachelor's Degree,1,84,4,4,12169,13547,7,11,3,4,80,3,21,3,18,7,11,5
No,1128,STAFF-1128,Male,Research Director,No,3,20,Bachelor's Degree,3,44,5,3,19626,17544,1,14,3,1,80,0,21,4,20,7,4,9
No,1131,STAFF-1131,Female,Research Scientist,Yes,2,2,High School,4,70,1,2,2070,25326,1,11,3,3,80,0,2,4,2,2,2,2
No,1132,STAFF-1132,Male,Laboratory Technician,No,2,5,Bachelor's Degree,3,70,2,2,6782,8770,9,15,3,3,80,0,9,2,5,4,0,3
No,1133,STAFF-1133,Male,Manufacturing Director,No,4,11,Master's Degree,1,78,2,4,7779,23238,2,20,4,1,80,0,18,3,11,9,0,9
No,1135,STAFF-1135,Male,Sales Representative,No,4,2,Bachelor's Degree,3,67,1,4,2791,21981,0,12,3,1,80,1,3,3,2,2,2,2
No,1136,STAFF-1136,Male,Research Scientist,No,2,5,High School,1,67,1,2,3201,19911,0,17,3,1,80,0,6,1,5,3,0,4
No,1137,STAFF-1137,Male,Sales Executive,No,4,5,Associates Degree,4,54,2,4,4968,18500,1,11,3,4,80,1,5,3,5,2,0,2
No,1138,STAFF-1138,Male,Sales Executive,No,2,9,Master's Degree,4,56,4,2,13120,11879,6,17,3,2,80,1,22,3,9,8,2,3
No,1140,STAFF-1140,Male,Manufacturing Director,No,3,3,Associates Degree,4,95,2,3,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
No,1143,STAFF-1143,Female,Research Scientist,No,2,7,Bachelor's Degree,4,61,1,2,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
No,1148,STAFF-1148,Male,Laboratory Technician,No,4,1,Bachelor's Degree,2,56,2,4,4272,9558,4,19,3,1,80,0,16,3,1,0,0,0
No,1150,STAFF-1150,Male,Manufacturing Director,Yes,4,10,High School,2,79,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
No,1152,STAFF-1152,Male,Human Resources,No,3,7,Bachelor's Degree,3,37,1,3,2844,6004,1,13,3,4,80,1,7,4,7,6,5,0
No,1154,STAFF-1154,Male,Research Scientist,Yes,3,3,Bachelor's Degree,3,39,1,3,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
Yes,1156,STAFF-1156,Male,Laboratory Technician,No,3,0,High School,3,80,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
Yes,1157,STAFF-1157,Female,Sales Executive,Yes,1,5,Master's Degree,1,77,2,1,8224,18385,0,17,3,1,80,0,6,3,5,2,0,3
No,1158,STAFF-1158,Male,Laboratory Technician,Yes,4,1,Master's Degree,2,46,1,4,4766,9051,3,11,3,1,80,1,6,3,1,0,0,0
Yes,1160,STAFF-1160,Male,Laboratory Technician,No,3,2,Bachelor's Degree,3,72,1,3,2610,6233,1,12,3,3,80,1,2,2,2,2,2,2
No,1161,STAFF-1161,Female,Healthcare Representative,No,4,6,Associates Degree,3,52,2,4,5731,17171,7,13,3,3,80,2,9,3,6,2,1,3
No,1162,STAFF-1162,Male,Research Scientist,No,3,4,Bachelor's Degree,4,55,1,3,2539,7950,1,13,3,3,80,1,4,3,4,2,2,2
No,1163,STAFF-1163,Female,Sales Executive,No,3,6,High School,2,70,2,3,5714,5829,1,20,4,1,80,0,6,2,6,5,1,3
No,1164,STAFF-1164,Male,Human Resources,No,3,5,Master's Degree,3,100,1,3,4323,7108,1,17,3,2,80,0,6,1,5,4,1,4
Yes,1165,STAFF-1165,Female,Sales Executive,No,1,11,High School,4,45,3,1,7336,11162,1,13,3,1,80,1,11,1,11,8,3,10
No,1166,STAFF-1166,Female,Research Director,No,3,18,Master's Degree,2,88,3,3,13499,13782,9,17,3,3,80,0,20,2,18,7,2,13
Yes,1167,STAFF-1167,Male,Sales Executive,Yes,1,21,Bachelor's Degree,3,44,4,1,13758,2447,0,12,3,2,80,0,22,2,21,9,13,14
No,1171,STAFF-1171,Male,Sales Executive,No,1,6,Master's Degree,2,45,2,1,5155,2253,7,13,3,4,80,0,9,4,6,4,1,5
No,1172,STAFF-1172,Male,Laboratory Technician,No,3,8,Master's Degree,4,58,1,3,2258,16340,6,12,3,2,80,1,10,3,8,0,1,7
No,1173,STAFF-1173,Male,Laboratory Technician,No,2,4,Bachelor's Degree,4,49,1,2,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
Yes,1175,STAFF-1175,Female,Laboratory Technician,Yes,4,1,High School,3,79,1,4,2515,22955,1,11,3,4,80,0,1,2,1,1,0,0
No,1177,STAFF-1177,Male,Laboratory Technician,No,4,8,Master's Degree,1,82,1,4,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
No,1179,STAFF-1179,Male,Sales Executive,No,3,10,Bachelor's Degree,3,72,2,3,6578,2706,1,18,3,1,80,1,10,3,10,3,1,4
No,1180,STAFF-1180,Female,Research Scientist,Yes,4,1,Associates Degree,3,92,2,4,4422,21203,3,13,3,4,80,1,16,1,1,1,0,0
No,1182,STAFF-1182,Male,Manufacturing Director,No,2,7,Bachelor's Degree,3,44,3,2,10274,19588,2,18,3,2,80,1,15,4,7,7,6,4
No,1184,STAFF-1184,Male,Healthcare Representative,No,1,13,Bachelor's Degree,4,97,2,1,5343,25755,0,20,4,3,80,0,14,3,13,9,4,9
No,1185,STAFF-1185,Male,Laboratory Technician,No,4,2,Master's Degree,4,47,1,4,2376,26537,1,13,3,2,80,1,2,4,2,2,2,2
Yes,1188,STAFF-1188,Female,Sales Executive,No,3,4,Bachelor's Degree,1,85,2,3,5346,9489,8,13,3,2,80,0,7,2,4,3,1,3
No,1190,STAFF-1190,Female,Sales Representative,No,1,1,High School,3,76,1,1,2827,14947,1,12,3,3,80,3,1,3,1,0,0,0
No,1191,STAFF-1191,Female,Manager,No,1,5,Master's Degree,4,92,5,1,19943,18575,4,13,3,4,80,1,28,3,5,2,4,2
No,1192,STAFF-1192,Female,Laboratory Technician,No,4,10,High School,2,54,1,4,3131,26342,1,13,3,1,80,1,10,3,10,8,0,8
No,1193,STAFF-1193,Male,Research Scientist,No,1,1,Associates Degree,3,54,1,1,2552,7172,1,25,4,3,80,0,1,3,1,1,0,0
No,1195,STAFF-1195,Female,Research Scientist,Yes,3,3,Bachelor's Degree,1,83,1,3,4477,20100,4,19,3,3,80,1,7,2,3,2,0,2
No,1196,STAFF-1196,Female,Manufacturing Director,No,4,14,Bachelor's Degree,4,56,2,4,6474,9961,1,13,3,2,80,1,14,2,14,8,3,11
No,1198,STAFF-1198,Male,Laboratory Technician,No,3,2,Bachelor's Degree,1,87,1,3,3033,12828,1,12,3,1,80,0,2,2,2,2,1,2
Yes,1200,STAFF-1200,Male,Research Scientist,Yes,3,6,Master's Degree,3,96,1,3,2936,10826,1,11,3,3,80,0,6,3,6,4,0,2
No,1201,STAFF-1201,Female,Manager,No,3,7,Associates Degree,4,50,5,3,18606,18640,3,18,3,2,80,1,26,3,7,7,4,7
No,1202,STAFF-1202,Female,Research Scientist,Yes,4,5,High School,2,69,1,4,2168,26933,0,18,3,1,80,1,6,2,5,4,1,3
Yes,1203,STAFF-1203,Male,Research Scientist,Yes,4,0,Master's Degree,3,48,1,4,2853,4223,0,11,3,2,80,1,1,3,0,0,0,0
No,1204,STAFF-1204,Female,Manager,No,1,26,Bachelor's Degree,3,69,4,1,17048,24097,8,23,4,1,80,0,28,3,26,15,15,9
No,1206,STAFF-1206,Male,Research Scientist,No,3,0,Bachelor's Degree,4,74,1,3,2290,4279,2,13,3,4,80,0,6,3,0,0,0,0
No,1207,STAFF-1207,Male,Human Resources,No,3,5,Bachelor's Degree,2,99,1,3,3600,8429,1,13,3,4,80,1,5,3,5,4,1,4
Yes,1210,STAFF-1210,Male,Research Scientist,No,1,1,Associates Degree,1,95,1,1,2107,20293,6,17,3,1,80,1,5,1,1,0,0,0
No,1211,STAFF-1211,Male,Sales Executive,No,1,4,Master's Degree,3,61,2,1,4115,13192,8,19,3,3,80,3,8,3,4,3,0,3
No,1212,STAFF-1212,Male,Sales Executive,No,2,0,Master's Degree,2,62,2,2,4327,25440,5,12,3,4,80,3,5,3,0,0,0,0
No,1215,STAFF-1215,Female,Manager,No,1,2,Bachelor's Degree,4,30,4,1,17856,9490,2,22,4,3,80,1,32,3,2,2,2,2
No,1216,STAFF-1216,Male,Laboratory Technician,No,1,6,Master's Degree,4,78,1,1,3196,12449,1,12,3,3,80,3,6,3,6,5,3,3
No,1217,STAFF-1217,Male,Research Director,No,2,4,Associates Degree,4,52,5,2,19081,10849,5,11,3,1,80,1,25,3,4,2,0,3
No,1218,STAFF-1218,Male,Sales Executive,Yes,1,7,Master's Degree,3,94,2,1,8966,21026,3,15,3,4,80,3,15,3,7,7,1,7
Yes,1219,STAFF-1219,Female,Laboratory Technician,No,2,1,Associates Degree,4,97,1,2,2210,3372,1,13,3,1,80,1,1,1,1,0,0,0
No,1220,STAFF-1220,Female,Sales Executive,No,3,10,Bachelor's Degree,2,82,2,3,4539,4905,1,12,3,1,80,1,10,2,10,7,0,1
No,1221,STAFF-1221,Male,Laboratory Technician,No,3,7,Master's Degree,3,60,1,3,2741,6865,1,14,3,3,80,1,7,3,7,7,1,7
No,1224,STAFF-1224,Male,Laboratory Technician,No,3,10,Master's Degree,3,49,2,3,3491,11309,1,13,3,1,80,3,10,2,10,7,8,9
No,1225,STAFF-1225,Male,Research Scientist,No,4,20,Master's Degree,4,32,2,4,4541,7744,1,25,4,2,80,0,20,3,20,11,13,17
No,1226,STAFF-1226,Male,Sales Representative,No,4,2,Bachelor's Degree,3,43,1,4,2678,5050,1,17,3,4,80,0,2,3,2,1,2,2
No,1228,STAFF-1228,Male,Manufacturing Director,No,4,6,Master's Degree,4,60,2,4,7379,17433,2,11,3,3,80,1,12,2,6,3,1,4
No,1231,STAFF-1231,Male,Human Resources,No,1,4,Doctoral Degree,4,79,2,1,6272,12858,7,16,3,1,80,1,10,4,4,3,0,3
No,1233,STAFF-1233,Male,Sales Executive,Yes,4,11,Master's Degree,2,52,2,4,5220,10893,0,18,3,2,80,1,12,3,11,7,1,9
No,1234,STAFF-1234,Female,Laboratory Technician,No,2,2,Bachelor's Degree,3,77,1,2,2743,7331,1,20,4,3,80,1,2,3,2,2,2,2
No,1235,STAFF-1235,Female,Research Scientist,Yes,3,8,Associates Degree,4,38,2,3,4998,2338,4,14,3,4,80,0,10,3,8,7,0,7
No,1237,STAFF-1237,Female,Manufacturing Director,Yes,1,7,Bachelor's Degree,3,77,3,1,10252,4235,2,21,4,3,80,1,17,3,7,7,7,7
No,1238,STAFF-1238,Male,Research Scientist,No,4,14,Bachelor's Degree,1,60,1,4,2781,6311,0,13,3,2,80,1,15,3,14,10,4,10
No,1239,STAFF-1239,Female,Sales Executive,No,2,5,Bachelor's Degree,2,84,2,2,6852,11591,7,12,3,2,80,1,7,4,5,1,1,3
No,1240,STAFF-1240,Male,Sales Executive,No,4,4,Master's Degree,3,57,2,4,4950,20623,0,14,3,2,80,0,5,3,4,3,1,1
No,1241,STAFF-1241,Male,Research Scientist,Yes,2,11,Bachelor's Degree,4,63,1,2,3579,9369,0,21,4,1,80,1,12,3,11,9,5,7
No,1242,STAFF-1242,Female,Research Director,Yes,1,1,Doctoral Degree,1,60,3,1,13191,23281,3,17,3,3,80,0,20,3,1,0,0,0
No,1243,STAFF-1243,Female,Sales Executive,Yes,4,13,Associates Degree,3,78,3,4,10377,13755,4,11,3,2,80,1,16,2,13,2,4,12
No,1244,STAFF-1244,Male,Research Scientist,Yes,1,9,Bachelor's Degree,1,42,1,1,2235,14377,1,14,3,4,80,2,9,2,9,7,6,8
No,1245,STAFF-1245,Female,Manufacturing Director,No,3,5,Master's Degree,4,53,3,3,10502,9659,7,17,3,1,80,1,33,1,5,4,1,4
No,1246,STAFF-1246,Female,Research Scientist,No,4,10,High School,1,72,1,4,2011,19982,1,13,3,4,80,1,10,3,10,5,7,7
Yes,1248,STAFF-1248,Female,Research Scientist,Yes,2,1,Bachelor's Degree,1,96,1,2,1859,6148,1,25,4,2,80,0,1,4,1,1,0,0
No,1249,STAFF-1249,Female,Research Scientist,No,4,3,Bachelor's Degree,1,97,1,4,3760,5598,1,15,3,1,80,3,3,3,3,2,1,2
No,1250,STAFF-1250,Male,Research Director,No,4,10,Bachelor's Degree,4,85,4,4,17779,23474,3,14,3,1,80,0,36,3,10,9,0,9
No,1251,STAFF-1251,Male,Healthcare Representative,Yes,1,6,Associates Degree,3,80,2,1,6833,17089,1,12,3,4,80,0,6,2,6,5,0,1
No,1252,STAFF-1252,Female,Healthcare Representative,No,1,10,Bachelor's Degree,3,96,2,1,6812,17198,1,19,3,2,80,0,10,3,10,9,1,8
No,1254,STAFF-1254,Female,Sales Executive,No,4,6,Bachelor's Degree,3,48,2,4,5171,16490,5,17,3,4,80,0,13,3,6,1,0,5
No,1255,STAFF-1255,Male,Research Director,No,4,8,Bachelor's Degree,3,96,5,4,19740,18625,3,14,3,2,80,1,25,3,8,7,0,7
No,1256,STAFF-1256,Male,Manager,No,3,1,Associates Degree,1,85,5,3,18711,12124,2,13,3,3,80,1,23,4,1,0,0,0
No,1257,STAFF-1257,Male,Research Scientist,No,2,11,Bachelor's Degree,3,46,1,2,3692,9256,1,12,3,3,80,0,12,2,11,10,0,7
No,1258,STAFF-1258,Male,Laboratory Technician,No,2,1,Associates Degree,4,76,1,2,2559,16620,5,11,3,3,80,0,7,2,1,0,0,0
No,1259,STAFF-1259,Male,Research Scientist,No,3,5,Associates Degree,1,76,1,3,2517,3208,1,11,3,2,80,3,5,3,5,3,0,3
No,1260,STAFF-1260,Male,Healthcare Representative,Yes,4,6,Bachelor's Degree,3,82,2,4,6623,4204,1,11,3,2,80,2,6,3,6,0,1,0
No,1263,STAFF-1263,Male,Research Director,No,4,1,Bachelor's Degree,4,76,5,4,18265,8733,6,12,3,3,80,0,25,4,1,0,0,0
No,1264,STAFF-1264,Female,Research Director,No,4,7,Bachelor's Degree,4,87,4,4,16124,3423,3,14,3,2,80,2,9,2,7,7,1,7
No,1265,STAFF-1265,Female,Research Scientist,No,3,1,Bachelor's Degree,3,89,1,3,2585,21643,0,17,3,4,80,0,2,2,1,0,0,0
No,1267,STAFF-1267,Male,Manager,No,2,22,Bachelor's Degree,2,88,5,2,18213,8751,7,11,3,3,80,1,26,3,22,9,3,10
No,1268,STAFF-1268,Male,Sales Executive,Yes,3,9,Doctoral Degree,4,82,3,3,8380,21708,0,14,3,4,80,2,10,3,9,8,0,8
No,1269,STAFF-1269,Female,Research Scientist,Yes,4,1,Bachelor's Degree,2,57,1,4,2994,21221,1,12,3,4,80,0,1,3,1,0,0,1
No,1270,STAFF-1270,Male,Research Scientist,No,3,1,Associates Degree,4,47,1,3,1223,16901,1,22,4,4,80,1,1,3,1,0,0,1
Yes,1273,STAFF-1273,Male,Sales Representative,Yes,4,1,High School,3,73,1,4,1118,8040,1,14,3,4,80,0,1,3,1,0,1,0
No,1275,STAFF-1275,Male,Research Scientist,Yes,4,8,Associates Degree,3,53,1,4,2875,9973,1,20,4,2,80,0,8,2,8,5,2,2
Yes,1277,STAFF-1277,Female,Manager,Yes,2,24,Bachelor's Degree,1,94,5,2,18824,2493,2,16,3,1,80,0,26,3,24,10,1,11
No,1278,STAFF-1278,Male,Healthcare Representative,Yes,2,33,High School,4,37,4,2,13577,25592,1,15,3,4,80,1,34,3,33,9,15,0
Yes,1279,STAFF-1279,Female,Laboratory Technician,No,3,2,Associates Degree,1,45,1,3,2625,25308,1,20,4,3,80,0,2,1,2,2,2,2
No,1280,STAFF-1280,Female,Manager,No,2,11,Associates Degree,4,33,5,2,18789,9946,2,14,3,3,80,1,26,3,11,4,0,8
No,1281,STAFF-1281,Female,Sales Executive,Yes,1,3,Bachelor's Degree,3,86,2,1,4538,6039,0,12,3,4,80,0,4,3,3,2,0,2
No,1282,STAFF-1282,Male,Manager,Yes,2,29,Bachelor's Degree,4,83,5,2,19847,19196,4,24,4,1,80,1,31,2,29,10,11,10
No,1283,STAFF-1283,Male,Manufacturing Director,No,4,9,Master's Degree,4,67,3,4,10512,20002,6,12,3,4,80,0,25,2,9,7,5,4
No,1285,STAFF-1285,Female,Laboratory Technician,No,2,11,Bachelor's Degree,3,46,2,2,4444,22534,4,13,3,3,80,2,15,4,11,8,5,10
